"2025-06-30 09:49:27",admin,"Access allowed to module ""company""",1,Energybox,http://2927491-energybox.twc1.net/admin/company/index.php,5.77.194.22
"2025-06-30 09:49:54",admin,"Access allowed to module ""crm_project""",1,Energybox,http://2927491-energybox.twc1.net/admin/crm/project/index.php,5.77.194.22
"2025-06-30 09:49:56",admin,"Access allowed to module ""event""",1,Energybox,http://2927491-energybox.twc1.net/admin/event/index.php,5.77.194.22
"2025-06-30 09:49:59",admin,"Access allowed to module ""calendar""",1,Energybox,http://2927491-energybox.twc1.net/admin/calendar/index.php,5.77.194.22
"2025-06-30 09:49:59",admin,"Access allowed to module ""calendar""",1,Energybox,http://2927491-energybox.twc1.net/admin/calendar/index.php?loadEvents,5.77.194.22
"2025-06-30 09:49:59",admin,"Access allowed to module ""calendar""",1,Energybox,http://2927491-energybox.twc1.net/admin/calendar/index.php,5.77.194.22
"2025-06-30 09:50:00",admin,"Access allowed to module ""company""",1,Energybox,http://2927491-energybox.twc1.net/admin/company/index.php,5.77.194.22
"2025-06-30 09:50:01",admin,"Access allowed to module ""calendar""",1,Energybox,http://2927491-energybox.twc1.net/admin/calendar/index.php,5.77.194.22
"2025-06-30 09:50:01",admin,"Access allowed to module ""calendar""",1,Energybox,http://2927491-energybox.twc1.net/admin/calendar/index.php,5.77.194.22
"2025-06-30 09:50:02",admin,"Access allowed to module ""calendar""",1,Energybox,http://2927491-energybox.twc1.net/admin/calendar/index.php?loadEvents,5.77.194.22
"2025-06-30 09:50:05",admin,"Access allowed to module ""company""",1,Energybox,http://2927491-energybox.twc1.net/admin/company/index.php,5.77.194.22
"2025-06-30 09:52:19",admin,"User was logged on",4,-,http://2927491-energybox.twc1.net/admin/company/index.php,5.77.194.22
"2025-06-30 09:52:19",admin,"Access allowed to module ""company""",1,Energybox,http://2927491-energybox.twc1.net/admin/company/index.php,5.77.194.22
"2025-06-30 15:35:50",admin,"<strong>Warning:</strong> fopen(/var/www/fastuser/data/www/2927491-energybox.twc1.net/hostcmsfiles/update/updatelist.xml): failed to open stream: No such file or directory in file /var/www/fastuser/data/www/2927491-energybox.twc1.net/modules/core/file.php (line 348)
Requests stack:
File: modules/core/file.php, line 348,
File: modules/update/controller.php, line 244,
File: modules/update/controller.php, line 113,
File: modules/update/controller.php, line 287,
File: modules/skin/bootstrap/module/update/module.php, line 32,
File: modules/skin/bootstrap.php, line 1417,
File: admin/index.php, line 126",3,Energybox,http://2927491-energybox.twc1.net/admin/index.php,5.77.194.22
